"latency","requestType","responseCode","startTime"
"19","POST","201","1601997941026"
"19","GET","200","1601997941919"
"19","POST","201","1601997940288"
"19","GET","200","1601997941988"
"19","GET","200","1601997941780"
"19","GET","200","1601997941799"
"19","POST","201","1601997939864"
"20","POST","201","1601997940900"
"20","POST","201","1601997941226"
"20","POST","201","1601997940425"
"20","POST","201","1601997940700"
"20","POST","201","1601997941117"
"20","GET","200","1601997941830"
"20","POST","201","1601997940230"
"20","POST","201","1601997939340"
"20","GET","200","1601997941750"
"20","POST","201","1601997940291"
"20","POST","201","1601997940288"
"20","GET","200","1601997941886"
"20","POST","201","1601997939340"
"20","GET","200","1601997941830"
"20","GET","200","1601997941919"
"20","POST","201","1601997940230"
"20","GET","200","1601997941750"
"21","POST","201","1601997938190"
"21","POST","201","1601997939711"
"21","POST","201","1601997939764"
"21","POST","201","1601997940775"
"21","POST","201","1601997939839"
"21","POST","201","1601997939154"
"21","POST","201","1601997940370"
"21","POST","201","1601997941740"
"21","POST","201","1601997941578"
"21","POST","201","1601997941885"
"21","POST","201","1601997941493"
"21","POST","201","1601997939173"
"21","POST","201","1601997940127"
"21","POST","201","1601997940404"
"21","POST","201","1601997940691"
"21","POST","201","1601997941810"
"21","POST","201","1601997940670"
"21","POST","201","1601997938382"
"21","POST","201","1601997938382"
"21","POST","201","1601997941690"
"21","POST","201","1601997941711"
"21","GET","200","1601997941850"
"21","POST","201","1601997939360"
"21","POST","201","1601997940690"
"21","POST","201","1601997941935"
"21","GET","200","1601997942005"
"21","POST","201","1601997941919"
"21","POST","201","1601997939298"
"21","POST","201","1601997939862"
"21","POST","201","1601997940698"
"21","POST","201","1601997941225"
"21","POST","201","1601997941927"
"21","POST","201","1601997939544"
"21","POST","201","1601997940830"
"21","POST","201","1601997941117"
"21","POST","201","1601997939229"
"21","POST","201","1601997939764"
"21","POST","201","1601997940094"
"21","POST","201","1601997941022"
"21","POST","201","1601997940004"
"21","POST","201","1601997940127"
"21","POST","201","1601997940203"
"21","POST","201","1601997940761"
"21","POST","201","1601997941690"
"21","POST","201","1601997939153"
"21","POST","201","1601997941491"
"21","POST","201","1601997940755"
"21","POST","201","1601997939416"
"21","POST","201","1601997939982"
"21","POST","201","1601997940445"
"21","POST","201","1601997938382"
"21","POST","201","1601997940701"
"21","GET","200","1601997941810"
"21","POST","201","1601997940445"
"21","POST","201","1601997939360"
"21","POST","201","1601997940243"
"21","POST","201","1601997940755"
"21","POST","201","1601997940833"
